rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,19,0,0,74,74,36,0,0,0,23,70,7,0,70,0,37,29,0,35,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,9,78,153,153,153,153,153,153,153,120,120,120,0,0,0,120,0,120,120,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ESP,1.0,25,27,33,33,32,39,38,38,30,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ESP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ESP,5.0,0,4,4,3,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ESP,6.0,50,75,68,65,56,73,73,77,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,FRA,7,0,0,8,24,25,23,22,2,0,23,24,24,22,25,0,20,0,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,FRA,8,0,0,53,13,24,23,23,22,0,23,23,23,23,20,0,21,17,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,10.0,0,0,0,0,0,0,0,0,0,61,70,70,70,70,70,70,70,70,70,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,11.0,0,0,0,0,0,0,0,0,0,0,28,97,98,100,95,97,99,101,101,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,16.0,36,41,41,41,42,42,42,42,66,66,65,108,114,120,120,120,120,120,120,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,17,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,17.0,0,0,0,0,0,0,0,0,125,2,0,0,0,0,0,0,0,0,97,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,19.0,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
